missingness_pct,accuracy,f1_score,precision,recall
10,0.6990521327014217,0.40375586854460094,0.2905405405405405,0.6615384615384615
20,0.6800947867298578,0.3891402714932127,0.27564102564102566,0.6615384615384615
30,0.6587677725118484,0.3898305084745763,0.26900584795321636,0.7076923076923077
40,0.6398104265402843,0.4015748031496063,0.2698412698412698,0.7846153846153846
